headline,summary,published_at,url
ঘণ্টায় ৫০০ কোটি টাকার লেনদেন,ছয় মাস পর লেনদেন দুই হাজার কোটি টাকা ছাড়াল দেশের প্রধান শেয়ারবাজার ঢাকা স্টক এক্সচেঞ্জে (ডিএসই)। আজ সোমবার চলতি বছরের ও এ সপ্তাহের দ্বিতীয় কার্যদিবসে ডিএসইতে লেনদেন হয়েছে ২ হাজার ১৯৩ কোটি টাকা। সেই হিসাবে ঘণ্টায় লেনদেন হয়েছে প্রায় ৪৮৭ কোটি টাকা।,04-01-2021,https://www.prothomalo.com/business/market/ঘণ্টায়-৫০০-কোটি-টাকার-লেনদেন
"এক দিন পরই সূচকের ওঠানামা, তবে লেনদেন চাঙা",২১৬ পয়েন্ট বাড়ার এক দিন পরেই মিশ্র প্রবণতা দেখা যাচ্ছে দেশের প্রধান শেয়ারবাজার ঢাকা স্টক এক্সচেঞ্জে (ডিএসই)। তবে লেনদেনের গতি বেশ ভালো রয়েছে। আজ সোমবার সপ্তাহের দ্বিতীয় কার্যদিবস লেনদেনের প্রথম দুই ঘণ্টা পর প্রধান সূচক ডিএসইএক্সে কমেছে ৩৭ পয়েন্ট।,04-01-2021,https://www.prothomalo.com/business/market/এক-দিন-পরই-সূচকের-ওঠানামা-তবে-লেনদেন-চাঙা
বিদায়ী বছরে হাত খুলে আয় পাঠিয়েছেন প্রবাসীরা,"বিদায়ী বছরে ২ হাজার ১৭৪ কোটি ডলার আয় পাঠিয়েছেন প্রবাসীরা, যা ২০১৯ সালের তুলনায় ১৮ দশমিক ৬৬ শতাংশ। ২০১৯ সালে আয় এসেছিল ১ হাজার ৮৩২ কোটি টাকা।",03-01-2021,https://www.prothomalo.com/business/market/বিদায়ী-বছরে-হাত-খুলে-আয়-পাঠিয়েছেন-প্রবাসীরা
টিকা অনুমোদনের খবরে ২১৬ পয়েন্ট বাড়ল সূচক,টিকা অনুমোদনের খবরে ২১৬ পয়েন্ট বাড়ল সূচক,03-01-2021,https://www.prothomalo.com/business/market/টিকা-অনুমোদনের-খবরে-২১৬-পয়েন্ট-বাড়ল-সূচক
"বড় উত্থান শেয়ারবাজারে, টিকার খবরে বাড়ল বেক্সিমকোর শেয়ারের দর",আজ রোববার সপ্তাহের প্রথম কার্যদিবসে প্রথম দুই ঘণ্টায় প্রধান সূচক ডিএসইএক্স বেড়েছে ১৭৩ পয়েন্ট। সবচেয়ে বেশি মূল্যবৃদ্ধি হয়েছে বেক্সিমকো লিমিটেড ও বেক্সিমকো ফার্মার শেয়ারের।,03-01-2021,https://www.prothomalo.com/business/market/বড়-উত্থান-শেয়ারবাজারে-টিকার-খবরে-বাড়ল-বেক্সিমকোর-শেয়ারের-দর
বিনিয়োগ বাড়াবে শেয়ারবাজারে,প্রাথমিক গণপ্রস্তাব বা আইপিওর লটারি তুলে নেওয়া ও আইপিও আবেদনের ক্ষেত্রে ন্যূনতম বিনিয়োগের বাধ্যবাধকতা শেয়ারবাজারে ইতিবাচক প্রভাব ফেলবে বলেই মনে করছেন বিশ্লেষক ও বাজারসংশ্লিষ্টরা।,03-01-2021,https://www.prothomalo.com/business/market/বিনিয়োগ-বাড়াবে-শেয়ারবাজারে
"আইপিও আবেদন করলেই পাবেন শেয়ার, লটারি থাকছে না","এখন থেকে আইপিওতে যিনিই আবেদন করবেন, তিনিই শেয়ার পাবেন। তবে আইপিও আবেদনের আগে প্রত্যেক বিনিয়োগকারীর বাজারমূল্যে ন্যূনতম ২০ হাজার টাকা তালিকাভুক্ত সিকিউরিটিজে তথা সেকেন্ডারি মার্কেটে বিনিয়োগ থাকতে হবে।",31-12-2020,https://www.prothomalo.com/business/market/আইপিও-আবেদন-করলেই-পাবেন-শেয়ার-লটারি-থাকছে-না
কত কিছুই না দেখা গেল শেয়ারবাজারে,বছরটি শুরুই হয়েছিল বিনিয়োগকারীদের হাহাকার আর দীর্ঘশ্বাস নিয়ে। সূচক কমছিল ধারাবাহিকভাবে।শেয়ারের দাম নেমে এসেছিল তলানিতে। এক কাপ চায়ের দামের চেয়েও সস্তায় পাওয়া যেত অনেক কোম্পানির শেয়ার।পুঁজি হারিয়ে নি:স্ব বিনিয়োগকারীদের নামতে হয় রাস্তায়। ,31-12-2020,https://www.prothomalo.com/business/market/কত-কিছুই-না-দেখা-গেল-শেয়ারবাজারে
ডিএসইর সাবেক চেয়ারম্যানের কোম্পানিতে বসল পর্যবেক্ষক,শেয়ারবাজারে তালিকাভুক্ত বস্ত্র খাতের কোম্পানি আলহাজ টেক্সটাইলে পর্যবেক্ষক বসিয়েছে পুঁজিবাজার নিয়ন্ত্রক সংস্থা বাংলাদেশ সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ কমিশন (বিএসইসি)। একই সঙ্গে কোম্পানিটির সার্বিক কার্যক্রম যাচাইয়ে বিশেষ নিরীক্ষা করানোরও উদ্যোগ নেওয়া হয়েছে।,31-12-2020,https://www.prothomalo.com/business/market/ডিএসইর-সাবেক-চেয়ারম্যানের-কোম্পানিতে-বসল-পর্যবেক্ষক
"প্রবাসী আয় বাড়ছেই, রিজার্ভ বেড়ে ৪৩ বিলিয়ন ডলার", চলতি মাসের প্রথম ২৯ দিনে ১৯১ কোটি ডলার পাঠিয়েছেন প্রবাসীরা। আর এর ওপর ভর করেই কেন্দ্রীয় ব্যাংকের বৈদেশিক মুদ্রার রিজার্ভ প্রথমবারের মতো ৪ হাজার ৩০০ কোটি ডলার বা ৪৩ বিলিয়ন ডলার ছাড়িয়েছে।,30-12-2020,https://www.prothomalo.com/business/market/প্রবাসী-আয়-বাড়ছেই-রিজার্ভ-বেড়ে-৪৩-বিলিয়ন-ডলার
ব্রোকারেজ হাউসের শাখা খোলার নিষেধাজ্ঞা প্রত্যাহার,অবশেষে নয় বছর পর প্রত্যাহার করা হলো শেয়ারবাজারের ব্রোকারেজ হাউসের শাখা খোলার নিষেধাজ্ঞা। পুঁজিবাজার নিয়ন্ত্রক সংস্থা বাংলাদেশ সিকিউরিটিজ অ্যান্ড এক্সচেঞ্জ কমিশন (বিএসইসি) আজ বুধবার এই নিষেধাজ্ঞা প্রত্যাহার করে নিয়েছে। ,30-12-2020,https://www.prothomalo.com/business/market/ব্রোকারেজ-হাউসের-শাখা-খোলার-নিষেধাজ্ঞা-প্রত্যাহার
হিমায়িত খাদ্যের গরম ব্যবসা,মহামারির কারণে হিমায়িত খাদ্য বিক্রি ব্যাপক হারে বেড়েছে। এই সময় মানুষের খাদ্যাভ্যাসে পরিবর্তন ও অনলাইনে কেনাকাটা বৃদ্ধি পাওয়ায় ব্র্যান্ডভেদে হিমায়িত খাদ্য বিক্রিতে ২১৮ শতাংশ পর্যন্ত প্রবৃদ্ধি হয়েছে,29-12-2020,https://www.prothomalo.com/business/market/হিমায়িত-খাদ্যের-গরম-ব্যবসা
"দেশে পেঁয়াজের মৌসুম শুরু, ভারত খুলে দিল রপ্তানি",দেশে এখন চলছে পেঁয়াজের মৌসুম। দেশের বাজারে গত কয়েক সপ্তাহ ধরেই কমছে পেঁয়াজের দাম। অন্যদিকে পেঁয়াজ রপ্তানির নিষেধাজ্ঞা উঠিয়ে নিচ্ছে ভারত।  কয়েক সপ্তাহ ধরে দেশটির অভ্যন্তরীন বাজারে পেঁয়াজের দাম অনেক কমেছে। আর তাই গতকাল সোমবার এই সিদ্ধান্ত নিয়েছে ভারতের বাণিজ্য ও শিল্প মন্ত্রণালয়। আগামী ১ জানুয়ারি থেকে এই নিষেধাজ্ঞা উঠছে। বার্তা সংস্থা রয়টার্সের এক প্রতিবেদনে এ তথ্য উঠে এসেছে। ,29-12-2020,https://www.prothomalo.com/business/market/দেশে-পেঁয়াজের-মৌসুম-শুরু-ভারত-খুলে-দিল-রপ্তানি
এক দিনে ধানের দাম কমল ১০০ টাকা,"এক দিনের ব্যবধানে নওগাঁর বাজারে প্রতি মণ ধানের কমেছে ১০০ টাকা। চাল আমদানির শুল্ক কমিয়ে দেওয়ার খবরে স্থানীয় বাজার থেকে মিলমালিকেরা (চালকলের মালিক) ধান কেনা কমিয়ে দেওয়ায় এমন ভোগান্তিতে পড়তে হয়েছে কৃষকদের। তবে নওগাঁর বিভিন্ন চালের মোকামে খোঁজ নিয়ে জানা গেছে, ধানের দাম কমলেও চাল আগের দামেই বিক্রি হচ্ছে।",28-12-2020,https://www.prothomalo.com/business/market/এক-দিনে-ধানের-দাম-কমল-১০০-টাকা
"নতুন আলু-পুরোনো আলু, ৫০-৫০","বাজারে প্রায় এক মাস ধরে উঠেছে নতুন আলু, শুরুতে দাম ছিল প্রতি কেজি ১০০-১৩০ টাকা। গত এক মাসে দাম কমতে কমতে অবশেষে দাম এসে পৌঁছেছে প্রতি কেজি কম-বেশি ৫০ টাকায়। পুরোনো আলুর দাম নিয়ে এ বছর বেশ ভোগান্তি পোহাতে হয়েছে সাধারণ ক্রেতাকে। গত অক্টোবরে আলুর দাম ওঠে প্রতি কেজি ৫০ টাকায়। ",27-12-2020,https://www.prothomalo.com/business/market/নতুন-আলু-পুরোনো-আলু-৫০-৫০
চাল আমদানিতে শুল্কহার অর্ধেকের বেশি কমছে,অর্ধেকের চেয়েও বেশি কমছে চাল আমদানির শুল্ক। এত দিন চাল আমদানিতে ৬২ দশমিক ৫ শতাংশ শুল্ক দিতে হলেও এখন তা দিতে হবে ২৫ শতাংশ। শুল্কহার কমছে ৩৭ দশমিক ৫ শতাংশ। নতুন শুল্কহারে চাল আমদানি করতে আগামী ১০ জানুয়ারির মধ্যে মন্ত্রণালয়ে আবেদন করতে পারবেন আমদানিকারকেরা।,27-12-2020,https://www.prothomalo.com/business/market/চাল-আমদানিতে-শুল্কহার-অর্ধেকের-বেশি-কমছে
রবিতে দুদিনে দ্বিগুণের বেশি লাভ,আইপিও শেয়ার বিজয়ী একজন বিনিয়োগকারীকে রবির ৫০০ শেয়ারের বাজারগুচ্ছ বা মার্কেট লটের জন্য বিনিয়োগ করতে হয়েছিল ৫ হাজার টাকা। আজ সেই ৫০০ শেয়ার বিক্রি করলে ওই বিনিয়োগকারী পাচ্ছেন ১১ হাজার ২৫০ টাকা। ,27-12-2020,https://www.prothomalo.com/business/market/রবিতে-দুদিনে-দ্বিগুণের-বেশি-লাভ
রবির দিনে চাঙা শেয়ারবাজার,গ্রামীণফোনের পর শেয়ারবাজারে রবি আজিয়াটার অভিষেকটাও হয়েছে চাঙাভাব দিয়ে। ২০০৯ সালের ১৬ নভেম্বর গ্রামীণফোনের অভিষেকের দিনে দেশের প্রধান শেয়ারবাজার ঢাকা স্টক এক্সচেঞ্জের (ডিএসই) সে সময়কার প্রধান সূচকটি ৭৬৫ পয়েন্ট বেড়েছিল।,25-12-2020,https://www.prothomalo.com/business/market/রবির-দিনে-চাঙা-শেয়ারবাজার
"আলু–পেঁয়াজের দাম কমছে, বাড়ছে চালের","ডিসেম্বরের শুরুতে বাজারে নতুন আলু আসার পরও দাম না কমার পেছনে দেশজুড়ে ঘন কুয়াশার অজুহাত দিয়েছিলেন ব্যবসায়ীরা। এখন ব্যবসায়ীরা বলছেন, গত কয়েক দিনে কুয়াশার দাপট কিছুটা কমেছে, সে সঙ্গে কমেছে আলুর দামও। এক সপ্তাহের ব্যবধানে ঢাকার বাজারে নতুন আলুর দাম কমেছে কেজিতে ১০-১৫ টাকা।",25-12-2020,https://www.prothomalo.com/bangladesh/আলুপেঁয়াজের-দাম-কমছে-বাড়ছে-চালের
"চার ব্যাংকের বিনিয়োগের
তথ্য চায় অর্থ মন্ত্রণালয়",রাজধানীর পাঁচ তারকা হোটেল লা মেরিডিয়ানে রাষ্ট্রমালিকানাধীন চার ব্যাংকের বিনিয়োগের বিস্তারিত তথ্য জানতে চেয়েছে অর্থ মন্ত্রণালয়,23-12-2020,https://www.prothomalo.com/business/market/চার-ব্যাংকের-বিনিয়োগেরতথ্য-চায়-অর্থ-মন্ত্রণালয়
রবির লেনদেন শুরু বৃহস্পতিবার,দেশের সবচেয়ে বড় মূলধনি কোম্পানি হিসেবে শেয়ারবাজারে যুক্ত হচ্ছে টেলিকম খাতের কোম্পানি রবি আজিয়াটা।,22-12-2020,https://www.prothomalo.com/business/market/রবির-লেনদেন-শুরু-বৃহস্পতিবার
বাজার ধরতে নতুন বিনিয়োগের চিন্তা,বর্তমানে কনফিডেন্স সিমেন্ট ডিএস-৩০ সূচকের ১১ নম্বর কোম্পানির তালিকায় রয়েছে। সিমেন্ট খাতের তালিকাভুক্ত কোম্পানিগুলোর মধ্যে এটি শুরুর দিকের কোম্পানি। শেয়ারবাজারের ভালো কোম্পানিগুলো নিয়ে নিয়মিত আয়োজনে এবার থাকছে কনফিডেন্স সিমেন্ট নিয়ে প্রতিবেদন।,21-12-2020,https://www.prothomalo.com/business/বাজার-ধরতে-নতুন-বিনিয়োগের-চিন্তা
লা মেরিডিয়ান কাণ্ডে জালিয়াতির আরেক ঘটনা ,"অনুমোদন ছাড়াই নাম ব্যবহার, জানেই না ইস্যু ব্যবস্থাপক। প্রতিবাদ জানিয়েছে মার্চেন্ট ব্যাংক আইসিবি ক্যাপিটাল ম্যানেজমেন্ট।",20-12-2020,https://www.prothomalo.com/business/market/লা-মেরিডিয়ান-কাণ্ডে-জালিয়াতির-আরেক-ঘটনা
পেঁয়াজ ও আলুর দামে কুয়াশার অজুহাত,"এক সপ্তাহের ব্যবধানে রাজধানীর বিভিন্ন কাঁচাবাজারে পেঁয়াজ ও আলুর দাম কিছুটা বেড়েছে। বিক্রেতাদের দাবি, ঘন কুয়াশার কারণে কয়েক দিন ধরে পণ্যবাহী ট্রাক দেশের বিভিন্ন ঘাটে আটকা পড়ছে। উত্তরের বিভিন্ন জেলা থেকেও ট্রাক রাজধানীতে ঢুকতে স্বাভাবিকের চেয়ে কয়েক ঘণ্টা বেশি সময় লাগছে। এতে পরিবহন খরচ বেড়ে যাওয়ায় দামে প্রভাব পড়েছে",18-12-2020,https://www.prothomalo.com/business/market/পেঁয়াজ-ও-আলুর-দামে-কুয়াশার-অজুহাত
"এবার নিজের সেই চিঠি
স্থগিত করলেন অর্থমন্ত্রী", লা মেরিডিয়ান হোটেলকে শেয়ারবাজারে তালিকাভুক্তির বিষয়ে পুঁজিবাজার নিয়ন্ত্রক সংস্থা বিএসইসির নিষেধাজ্ঞার পর এবার অর্থমন্ত্রী আ হ ম মুস্তফা কামালও তাঁর দেওয়া এ–সংক্রান্ত চিঠির কার্যকারিতা স্থগিত করেছেন।,17-12-2020,https://www.prothomalo.com/business/market/এবার-নিজের-সেই-চিঠিস্থগিত-করলেন-অর্থমন্ত্রী
ডিএসইর লা মেরিডিয়ান কাণ্ড,মেরিডিয়ান হোটেলকে সরকারি কোম্পানির তকমা দিয়ে নিয়ন্ত্রক সংস্থাকে পাশ কাঠিয়ে সরাসরি তালিকাভুক্তির উদ্যোগ নেওয়া হয়,17-12-2020,https://www.prothomalo.com/business/market/ডিএসইর-লা-মেরিডিয়ান-কাণ্ড
আবার চোখ রাঙাচ্ছে সোনা,সোনার দামে হয়তো এবার লাগাম আসবে—নভেম্বরের শেষ দিকে এমন সম্ভাবনা তৈরি হয়েছিল। এক মাস না যেতেই সেই আশার গুড়ে বালি। ,16-12-2020,https://www.prothomalo.com/business/market/আবার-চোখ-রাঙাচ্ছে-সোনা
২১ কোম্পানির বিশেষ নিরীক্ষার নির্দেশ,ওটিসি বাজারে ৬৪টি কোম্পানির মধ্যে কার্যক্রম সচল থাকা ২১ কোম্পানির ওপর বিশেষ নিরীক্ষা ও কার্যক্রমে না থাকা ৪৩ কোম্পানির বিষয়ে বিশেষ প্রতিবেদন তৈরির নির্দেশ।,16-12-2020,https://www.prothomalo.com/business/market/২১-কোম্পানির-বিশেষ-নিরীক্ষার-নির্দেশ
রিজার্ভ বেড়ে ৪২০০ কোটি ডলার,আজ দিনে প্রথমবারের মতো মজুত ৪ হাজার ২০০ কোটি ডলার অতিক্রম করে। বাংলাদেশ ব্যাংকের এই রিজার্ভ দিয়ে কমপক্ষে ১০ মাসের বেশি আমদানি ব্যয় পরিশোধ করা সম্ভব।,15-12-2020,https://www.prothomalo.com/business/market/রিজার্ভ-বেড়ে-৪২০০-কোটি-ডলার
শেয়ারবাজার যাবে ইউনিয়নেও,"দেশের শেয়ারবাজারকে এবার বিদেশে ও দেশের মধ্যে ইউনিয়ন পর্যায় পর্যন্ত ছড়িয়ে দেওয়ার উদ্যোগ নেওয়া হয়েছে। ব্রোকারেজ হাউসগুলো চাইলে এখন দেশের মধ্যে ইউনিয়ন, সিটি করপোরেশন ও পৌর সদর এলাকায় ব্রোকারেজ হাউসের ডিজিটাল বুথ খুলতে পারবে। একইভাবে বিদেশেও বুথ খুলতে পারবে ব্রোকারেজ হাউসগুলো",15-12-2020,https://www.prothomalo.com/business/market/শেয়ারবাজার-যাবে-ইউনিয়নেও
ধানের সঙ্গে ‘ফ্রি’ ২৫০ কোটি টাকার খড়,রাজশাহীতে চাষিরা গেল রোপা-আমন মৌসুমে ধানের দাম পেয়েই খুশি। তার সঙ্গে যুক্ত হয়েছে ধানের খড়ের বাড়তি দাম। গত বছরের তুলনায় ধানের খড়ের দাম বেড়েছে প্রায় পাঁচ গুণ।,14-12-2020,https://www.prothomalo.com/business/ধানের-সঙ্গে-ফ্রি-২৫০-কোটি-টাকার-খড়
শেয়ারবাজারে ভালো শেয়ারের ভালো দিন,ভালো শেয়ারের ওপর ভর করে দেশের প্রধান শেয়ারবাজারে লেনদেন আবারও হাজার কোটি টাকা ছাড়িয়েছে। সেই সঙ্গে সূচক পৌঁছেছে গত সাড়ে ১৫ মাসের মধ্যে সর্বোচ্চ অবস্থানে। ,13-12-2020,https://www.prothomalo.com/business/শেয়ারবাজারে-ভালো-শেয়ারের-ভালো-দিন
"গতি ফিরছে ব্যবসায়, সংকট কাঁচামালে",বর্তমানে টাইলস বিক্রি স্বাভাবিক সময়ের চেয়ে ১৫-২০ শতাংশ কম। তবে কোনো কোনো প্রতিষ্ঠানের বিক্রি স্বাভাবিক সময়ের মতোই।,12-12-2020,https://www.prothomalo.com/business/market/গতি-ফিরছে-ব্যবসায়-সংকট-কাঁচামালে
চীনারাই সোনার দাম নিয়ে খেলছেন,সোনার বৈশ্বিক বাজারের অস্থিরতা থামছে না। নভেম্বরের শেষ দিকে দাম কমলেও চলতি মাসে আবার বাড়ছে। দেশেও দাম বাড়ানোর চিন্তাভাবনা করছেন ব্যবসায়ীরা,10-12-2020,https://www.prothomalo.com/business/চীনারাই-সোনার-দাম-নিয়ে-খেলছেন
এবার ৫০ হাজার টন চাল আসবে মুম্বাই থেকে,এক সপ্তাহ আগেও ভারতের বীরভূম থেকে ৫০ হাজার টন চাল কেনার প্রস্তাব অনুমোদিত হয়েছিল। এবার আসছে মুম্বাই থেকে। মুম্বাইয়ের চালের দাম বীরভূমের চাল থেকে কেজিতে ৯৯ পয়সা কম পড়ছে।,09-12-2020,https://www.prothomalo.com/business/এবার-৫০-হাজার-টন-চাল-আসবে-মুম্বাই-থেকে
"যে ছয় পরিচালকের দেশত্যাগে
নিষেধাজ্ঞা চেয়ে পুলিশকে চিঠি ", শেয়ারবাজারের তালিকাভুক্ত কোম্পানির ছয় পরিচালকের দেশত্যাগের ওপর নিষেধাজ্ঞা আরোপ করতে চায় পুঁজিবাজার নিয়ন্ত্রক সংস্থা বিএসইসি,08-12-2020,https://www.prothomalo.com/business/যে-ছয়-পরিচালকের-দেশত্যাগেনিষেধাজ্ঞা-চেয়ে-পুলিশকে-চিঠি
সয়াবিন তেলের ‘অনিশ্চিত’ যাত্রা,"দেশের বাজারে সয়াবিন তেলের দাম বারবার বাড়ছে। গত ৪ মাসে লিটারপ্রতি বোতলজাত সয়াবিনের দাম ১৩ থেকে ২২ টাকা বাড়ানোর পর কোম্পানিগুলো বলছে, দাম আরও বাড়ার আশঙ্কা রয়েছে। কারণ, আন্তর্জাতিক বাজার বাড়তি। ",05-12-2020,https://www.prothomalo.com/business/market/সয়াবিন-তেলের-অনিশ্চিত-যাত্রা
এক মাসে এল এক টন সোনা,করোনার মধ্যে বিদেশ থেকে দেশে ফেরার সময় প্রবাসী বাংলাদেশিদের সোনার বার আনার ক্ষেত্রে একের পর এক রেকর্ড হচ্ছে। বৈধ পথে ব্যাগেজ রুলের আওতায় সরকারকে নির্ধারিত হারে কর দিয়ে বিপুল পরিমাণ সোনার বার আনছেন প্রবাসীরা। ,05-12-2020,https://www.prothomalo.com/business/market/এক-মাসে-এল-এক-টন-সোনা
ভারত থেকে বাসমতী চাল আনা হবে,ভারত থেকে ৫০ হাজার টন বাসমতী চাল আমদানি করবে সরকার। সরকারি ক্রয়সংক্রান্ত মন্ত্রিসভা কমিটি গতকাল বুধবার এ–বিষয়ক একটি প্রস্তাব অনুমোদন করেছে। ,03-12-2020,https://www.prothomalo.com/business/market/ভারত-থেকে-বাসমতী-চাল-আনা-হবে
বৈদ্যুতিক গাড়িতে নতুন সম্ভাবনা,জাপানের টয়োটাসহ কয়েকটি বিদেশি কোম্পানি বাংলাদেশে গাড়ি উৎপাদনের আগ্রহ প্রকাশ করেছে। সে জন্য নীতিমালা তৈরির কাজ চলছে,03-12-2020,https://www.prothomalo.com/business/market/বৈদ্যুতিক-গাড়িতে-নতুন-সম্ভাবনা
২১ কোম্পানির পর্ষদে বসবেন ২ জন করে স্বতন্ত্র পরিচালক,"শেয়ারবাজারের যেসব কোম্পানির উদ্যোক্তা-পরিচালক সম্মিলিতভাবে ৩০ শতাংশ শেয়ার ধারণে ব্যর্থ হয়েছেন, সেসব কোম্পানিতে সর্বনিম্ন দুজন করে স্বতন্ত্র পরিচালক বসানো হবে। আগের স্বতন্ত্র পরিচালকদের পাশাপাশি এসব কোম্পানিতে নতুন করে আরও স্বতন্ত্র পরিচালক নিয়োগ দেওয়া হবে",03-12-2020,https://www.prothomalo.com/business/market/২১-কোম্পানির-পর্ষদে-বসবেন-২-জন-করে-স্বতন্ত্র-পরিচালক
পাঁচ মাসেই এল ১ হাজার কোটি ডলার,"অক্টোবর মাসে প্রবাসী আয় বা রেমিট্যান্স এসেছিল ২১১ কোটি ২৪ লাখ ৪০ হাজার ডলার। আর সদ্য সমাপ্ত নভেম্বরে এসেছে সামান্য কম, ২০৭ কোটি ৮৭ লাখ ৪০ হাজার ডলার।",01-12-2020,https://www.prothomalo.com/business/পাঁচ-মাসেই-এল-১-হাজার-কোটি-ডলার
বগুড়ার মোকামে সব সবজির দাম কমেছে,সবজির অন্যতম পাইকারি মোকাম বগুড়ার মহাস্থানহাটে গত বুধবার ১ কেজি মুলা বিক্রি করে কৃষক দাম পেয়েছিলেন ১২ টাকা। এই হাটে গতকাল সোমবার এক কেজি মুলা বিক্রি হয়েছে তিন টাকায়। চার দিনের ব্যবধানে মুলার দাম কমেছে চার গুণ,01-12-2020,https://www.prothomalo.com/bangladesh/district/সব-সবজির-দাম-কমেছে
শাকে–মাছে ভরা রাজধানীর ভোরের বাজার,হেমন্ত প্রায় শেষ হয়ে এল। শীত পড়ছে দেশজুড়ে। আকাশে কুয়াশা জমছে। হাওয়াও শীতল হয়ে এসেছে। গ্রামগঞ্জে এখন আমন ধান কাটা নিয়ে কর্মচাঞ্চল্য। আর অন্য রকম এক আনন্দঘন ব্যতিব্যস্ততা দেখা যায় মাছ ধরা নিয়ে,01-12-2020,https://www.prothomalo.com/bangladesh/capital/মাছশাকে-ভরা-ভোরের-বাজার
"অনিশ্চয়তা কাটছে, কমছে সোনার দাম","অনিশ্চয়তা যত বাড়ছিল, ততই বাড়ছিল সোনার দাম। টিকা আসছে, অনিশ্চয়তাও কাটছে। এতে কমতে শুরু করেছে সোনার দর",01-12-2020,https://www.prothomalo.com/business/market/অনিশ্চয়তা-কাটছে-কমছে-সোনার-দাম
রবির শেয়ার পাবেন তিনজনে একজন,দেশের দ্বিতীয় বৃহত্তম মুঠোফোন অপারেটর রবি আজিয়াটার প্রাথমিক গণপ্রস্তাব বা আইপিও শেয়ারের জন্য পৌনে ছয় গুণ বেশি আবেদন জমা পড়েছে। আইপিওতে প্রাতিষ্ঠানিক ও ব্যক্তিশ্রেণির সাধারণ বিনিয়োগকারীদের মধ্যে বিক্রয়যোগ্য প্রায় ৩৮৮ কোটি টাকার শেয়ারের বিপরীতে জমা পড়েছে ২ হাজার ২২৬ কোটি টাকার আবেদন। ,30-11-2020,https://www.prothomalo.com/business/market/রবির-শেয়ার-পাবেন-তিনজনে-একজন
দাম না বাড়ালে চাল নয়,বোরো মৌসুমের পর আমনেও ধান-চাল সংগ্রহ নিয়ে বিপত্তি দেখা দিয়েছে। সরকারি গুদামে চাল দিতে কেজিপ্রতি চার টাকা বেশি চান চালকলের মালিকেরা। বাড়তি দাম না পেলে তাঁরা সরকারকে চাল দিতে পারবেন না বলে জানিয়ে দিয়েছেন।,29-11-2020,https://www.prothomalo.com/business/market/দাম-না-বাড়ালে-চাল-নয়
শ্যামবাজারে এখন পচছে আমদানি করা পেঁয়াজ,ঢাকার বাজারে দেশি পেঁয়াজের দাম আবার বাড়তির দিকে। পাইকারি বাজারে এক সপ্তাহ আগে দেশি পেঁয়াজের কেজি ৪০ টাকায় নেমেছিল। গতকাল বৃহস্পতিবার তা ৬০ টাকার আশপাশে বিক্রি হয়। অবশ্য আমদানি করা পেঁয়াজ নিয়ে বিপাকে রয়েছেন ব্যবসায়ীরা,27-11-2020,https://www.prothomalo.com/bangladesh/শ্যামবাজারে-এখন-পচছে-আমদানি-করা-পেঁয়াজ
বাজারে ‘অবৈধ’ মোটরসাইকেল,"৫ মাসে ১২৮ কোটি টাকার মোটরসাইকেল ‘অবৈধভাবে’ আমদানি হয়েছে। বৈধ পরিবেশকের কাছে মজুত নেই। আটকে আছে আমদানি।

",26-11-2020,https://www.prothomalo.com/business/market/বাজারে-অবৈধ-মোটরসাইকেল
"সোনার দাম কখন বাড়ে, কখন কমে","স্বর্ণ বা সোনার চরিত্র অদ্ভুত। সুখের দিনে সোনার দাম থাকে কম, কষ্টের দিনে দর বাড়তেই থাকে। এই যেমন করোনার প্রাদুর্ভাবে অর্থনীতি যখন বিপর্যস্ত, প্রবৃদ্ধি ঋণাত্মক, মন্দায় বেশির ভাগ দেশ, আয় কমে গেছে সাধারণ মানুষের, ঠিক তখনই লাফিয়ে লাফিয়ে বাড়ছে সোনার দাম। ",23-11-2020,https://www.prothomalo.com/business/সোনার-দাম-কখন-বাড়ে-কখন-কমে
"লাভ বেশি শেয়ারবাজারে, তবে...","করোনায় আয় কমে গেছে অনেকের। যা কিছু সঞ্চয় আছে, তা বিনিয়োগের পরিকল্পনা করছেন অনেকেই। আবার অনেকেই সঞ্চয় ভেঙে জীবন চালাচ্ছেন। অর্থনীতির পুনরুদ্ধার ঘটবে, আয় বাড়বে, বিনিয়োগেরও নতুন নতুন ক্ষেত্র তৈরি হবে—এ প্রত্যাশাই এখন সবার। অনেকে হয়তো এরমধ্যেও অল্প অল্প করে সঞ্চয় করছেন। অনেক কষ্টের সঞ্চয়। কিন্তু কোথায় রাখবেন কষ্টের অর্থ? ",23-11-2020,https://www.prothomalo.com/business/লাভ-বেশি-শেয়ারবাজারে-তবে
রবির জন্য ১ লাখের বেশি বিও,দীর্ঘ ১০ বছর পর নতুন করে বিভিন্ন শ্রেণি–পেশার একঝাঁক মানুষ আবারও শেয়ারবাজারমুখী হয়েছেন। আর তাঁদের শেয়ারবাজারমুখী করেছে দেশের দ্বিতীয় বৃহত্তম মুঠোফোন অপারেটর রবি আজিয়াটা। কোম্পানিটির প্রাথমিক গণপ্রস্তাব বা আইপিওর শেয়ার এসব নতুন বিনিয়োগকারীকে শেয়ারবাজারে নিয়ে এসেছেন।,23-11-2020,https://www.prothomalo.com/business/market/রবির-জন্য-১-লাখের-বেশি-বিও
